source identifier	source name	target prefix	target identifier	target name	confidence
orphanet.ordo:104075	Adenocarcinoma of the small intestine	mondo	mondo:0003198	small intestine adenocarcinoma	0.83
mondo:0017286	tempi syndrome	orphanet.ordo	orphanet.ordo:284227	TEMPI syndrome	0.81
orphanet.ordo:269	Facioscapulohumeral dystrophy	mondo	mondo:0001347	facioscapulohumeral muscular dystrophy	0.74
mondo:0008534	generalized essential telangiectasia	orphanet.ordo	orphanet.ordo:280774	Generalized essential telangiectasia	0.76
orphanet.ordo:568051	GJC2-related late-onset primary lymphedema	mondo	mondo:0035472	GJC2-related late-onset primary lymphedema	0.76
mondo:0019377	Mycoplasma encephalitis	orphanet.ordo	orphanet.ordo:83482	Mycoplasma encephalitis	0.74
orphanet.ordo:375	Anti-glomerular basement membrane disease	mondo	mondo:0009303	anti-glomerular basement membrane disease	0.58
mondo:0014877	myopathy, distal, 5	orphanet.ordo	orphanet.ordo:482601	Adenylosuccinate synthetase-like 1-related distal myopathy	0.55
doid:10841	Eastern equine encephalitis	orphanet.ordo	orphanet.ordo:83594	Eastern equine encephalitis	0.76
doid:0050167	autoimmune polyendocrine syndrome type 1	ncit	ncit:C129727	Autoimmune Polyglandular Syndrome Type 1	0.73
orphanet.ordo:352530	Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome	mondo	mondo:0018123	intellectual disability-obesity-brain malformations-facial dysmorphism syndrome	0.78
orphanet.ordo:631103	Spinocerebellar ataxia type 48	mondo	mondo:0032526	spinocerebellar ataxia 48	0.57
orphanet.ordo:49382	Achromatopsia	mondo	mondo:0018852	achromatopsia	0.56
efo:1000381	Mixed Epithelial Stromal Tumor of the Kidney	mondo	mondo:0002386	mixed epithelial stromal tumor of the kidney	0.99
mondo:0009015	corneal dystrophy-perceptive deafness syndrome	orphanet.ordo	orphanet.ordo:1490	Corneal dystrophy-perceptive deafness syndrome	0.98
orphanet.ordo:2375	Laryngeal abductor paralysis-intellectual disability syndrome	mondo	mondo:0010639	laryngeal abductor paralysis-intellectual disability syndrome	0.75
orphanet.ordo:109	Bannayan-Riley-Ruvalcaba syndrome	mondo	mondo:0007924	Bannayan-Riley-Ruvalcaba syndrome	0.59
orphanet.ordo:228312	Autoimmune hemolytic anemia, cold type	mondo	mondo:0016450	autoimmune hemolytic anemia, cold type	0.66
mondo:0019890	non-distal trisomy 9q	orphanet.ordo	orphanet.ordo:96112	Non-distal duplication 9q syndrome	0.63
orphanet.ordo:71276	Silent sinus syndrome	mondo	mondo:0019108	silent sinus syndrome	0.79
orphanet.ordo:1647	Oculocerebrocutaneous syndrome	mondo	mondo:0008108	oculocerebrocutaneous syndrome	0.6
mondo:0018102	corneal dystrophy	orphanet.ordo	orphanet.ordo:34533	Corneal dystrophy	0.76
orphanet.ordo:3347	Mounier-Kühn syndrome	mondo	mondo:0010148	Mounier-Kuhn syndrome	0.79
mondo:0018056	bullous lichen planus	orphanet.ordo	orphanet.ordo:33408	Bullous lichen planus	0.76
orphanet.ordo:261197	Proximal 16p11.2 microdeletion syndrome	mondo	mondo:0012756	proximal 16p11.2 microdeletion syndrome	0.56
mondo:0016918	partial deletion of the long arm of chromosome 20	orphanet.ordo	orphanet.ordo:262164	Partial deletion of the long arm of chromosome 20 syndrome	0.67
orphanet.ordo:50	Aicardi syndrome	mondo	mondo:0010568	Aicardi syndrome	0.68
doid:9749	internal hemorrhoid	ncit	ncit:C35319	Internal Hemorrhoid	0.81
mondo:0015056	acquired angioedema type 1	orphanet.ordo	orphanet.ordo:100056	Acquired angioedema type 1	0.72
mondo:0033856	LAMA5-related multisystemic syndrome	orphanet.ordo	orphanet.ordo:521450	LAMA5-related multisystemic syndrome	0.76
mondo:0016658	8p23.1 microdeletion syndrome	orphanet.ordo	orphanet.ordo:251071	8p23.1 microdeletion syndrome	0.58
orphanet.ordo:163662	Spondyloepiphyseal dysplasia, Reardon type	mondo	mondo:0010902	spondyloepiphyseal dysplasia, Reardon type	0.81
mondo:0975754	pseudomyogenic hemangioendothelioma	orphanet.ordo	orphanet.ordo:673556	Pseudomyogenic hemangioendothelioma	0.76
orphanet.ordo:251946	Dysembryoplastic neuroepithelial tumor	efo	efo:0005551	dysembryoplastic neuroepithelial tumor	0.73
ncit:C119034	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Positive	orphanet.ordo	orphanet.ordo:85435	Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis	0.62
ncit:C112214	Onychomycosis	mesh	mesh:D014009	Onychomycosis	0.57
orphanet.ordo:75110	Myiasis	icd10	icd10:B87	Myiasis	0.5
orphanet.ordo:476123	Intermediate Charcot-Marie-Tooth disease	mondo	mondo:0018778	intermediate Charcot-Marie-Tooth disease	0.82
orphanet.ordo:331226	Susceptibility to infection due to TYK2 deficiency	mondo	mondo:0012682	immunodeficiency 35	0.72
orphanet.ordo:262182	Partial deletion of the long arm of chromosome 22 syndrome	mondo	mondo:0022760	chromosome 22q deletion	0.61
mondo:0009300	Perrault syndrome 1	orphanet.ordo	orphanet.ordo:642945	Perrault syndrome type 1	0.81
orphanet.ordo:97367	Renal tubular dysgenesis due to twin-twin transfusion	mondo	mondo:0019984	renal tubular dysgenesis due to twin-twin transfusion	0.73
mondo:0018128	phalangeal microgeodic syndrome	orphanet.ordo	orphanet.ordo:352636	Phalangeal microgeodic syndrome	0.84
mondo:0000947	psychosexual disorder	mesh	mesh:D020018	Sexual Dysfunctions, Psychological	0.61
efo:0007520	trichinosis	ncit	ncit:C85199	Trichinosis	0.85
orphanet.ordo:481152	PYCR2-related microcephaly-progressive leukoencephalopathy	mondo	mondo:0018825	PYCR2-related microcephaly-progressive leukoencephalopathy	0.81
orphanet.ordo:166291	Dirofilariasis	efo	efo:0007239	dirofilariasis	0.81
orphanet.ordo:281090	Syndromic recessive X-linked ichthyosis	mondo	mondo:0017264	syndromic recessive X-linked ichthyosis	0.93
ncit:C171147	Nocardiosis	orphanet.ordo	orphanet.ordo:31204	Nocardiosis	0.82
orphanet.ordo:286	Vascular Ehlers-Danlos syndrome	mondo	mondo:0017314	Ehlers-Danlos syndrome, vascular type	0.64
orphanet.ordo:2636	Microcephalic osteodysplastic primordial dwarfism types I and III	mondo	mondo:0016994	microcephalic osteodysplastic primordial dwarfism types I and III	0.91
mondo:0009618	microcephaly-cardiomyopathy syndrome	orphanet.ordo	orphanet.ordo:2515	Microcephaly-cardiomyopathy syndrome	0.97
mesh:D016918	Arthritis, Reactive	orphanet.ordo	orphanet.ordo:29207	Reactive arthritis	0.75
mondo:0003778	inborn error of immunity	orphanet.ordo	orphanet.ordo:101997	Primary immunodeficiency	0.67
orphanet.ordo:411641	Ocular cystinosis	mondo	mondo:0009064	ocular cystinosis	0.72
orphanet.ordo:99170	Tarsal kink syndrome	mondo	mondo:0020462	tarsal kink syndrome	0.76
mondo:0009444	ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	orphanet.ordo	orphanet.ordo:2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	0.83
mondo:0850097	autoimmune limbic encephalitis	orphanet.ordo	orphanet.ordo:623615	Autoimmune limbic encephalitis	0.74
ncit:C2887	Ataxia Telangiectasia Syndrome	orphanet.ordo	orphanet.ordo:100	Ataxia-telangiectasia	0.6
orphanet.ordo:319218	Ebola hemorrhagic fever	doid	doid:4325	Ebola virus disease	0.8
orphanet.ordo:98365	Hereditary stomatocytosis	mondo	mondo:0020102	hereditary stomatocytosis	0.83
orphanet.ordo:101016	Romano-Ward syndrome	mondo	mondo:0019171	familial long QT syndrome	0.53
ncit:C26722	Chronic Bronchitis	mesh	mesh:D029481	Bronchitis, Chronic	0.73
orphanet.ordo:583595	Serine biosynthesis pathway deficiency, infantile/juvenile form	mondo	mondo:0035004	serine biosynthesis pathway deficiency, infantile/juvenile form	0.75
orphanet.ordo:79101	Hyperprolinemia type 2	mondo	mondo:0009401	hyperprolinemia type 2	0.56
doid:783	end stage renal disease	efo	efo:0009909	stage 5 chronic kidney disease	0.87
orphanet.ordo:96112	Non-distal duplication 9q syndrome	mondo	mondo:0019890	non-distal trisomy 9q	0.63
orphanet.ordo:209967	Episodic ataxia type 6	mondo	mondo:0012982	episodic ataxia type 6	0.79
orphanet.ordo:13	6-pyruvoyl-tetrahydropterin synthase deficiency	mondo	mondo:0009863	BH4-deficient hyperphenylalaninemia A	0.53
orphanet.ordo:53689	Congenital chloride diarrhea	mondo	mondo:0008964	congenital secretory chloride diarrhea 1	0.85
mondo:0009736	Neu-Laxova syndrome 1	orphanet.ordo	orphanet.ordo:583607	Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency	0.71
orphanet.ordo:99919	Staphylococcal toxic-shock syndrome	mondo	mondo:0020545	staphylococcal toxic-shock syndrome	0.72
mesh:D009304	Nasopharyngitis	ncit	ncit:C34837	Nasopharyngitis	0.8
mondo:0009745	neuronal ceroid lipofuscinosis 5	orphanet.ordo	orphanet.ordo:228360	CLN5 disease	0.55
mondo:0958119	embryonal tumor with multilayered rosettes	orphanet.ordo	orphanet.ordo:656417	Embryonal tumor with multilayered rosettes	0.74
mondo:0016291	craniosynostosis, Herrmann-Opitz type	orphanet.ordo	orphanet.ordo:2145	Craniosynostosis, Herrmann-Opitz type	0.76
mondo:0011274	Muenke syndrome	orphanet.ordo	orphanet.ordo:53271	Muenke syndrome	0.76
mondo:0020465	congenital eyelid retraction	orphanet.ordo	orphanet.ordo:99176	Congenital eyelid retraction	0.79
orphanet.ordo:375	Anti-glomerular basement membrane disease	efo	efo:0007290	Goodpasture syndrome	0.6
mondo:0010578	deafness dystonia syndrome	orphanet.ordo	orphanet.ordo:52368	Mohr-Tranebjaerg syndrome	0.58
orphanet.ordo:97332	Kienbock disease	mondo	mondo:0019967	Kienbock disease	0.76
orphanet.ordo:261211	16p11.2p12.2 microdeletion syndrome	mondo	mondo:0013320	chromosome 16p12.2-p11.2 deletion syndrome	0.58
orphanet.ordo:99961	Benign recurrent intrahepatic cholestasis type 2	mondo	mondo:0011559	benign recurrent intrahepatic cholestasis type 2	0.82
mondo:0005116	Whipple disease	orphanet.ordo	orphanet.ordo:3452	Whipple disease	0.76
mondo:0021312	malignant tumor of adrenal cortex	doid	doid:660	adrenal cortex cancer	0.76
orphanet.ordo:264450	Trisomy 8p syndrome	mondo	mondo:0017013	trisomy 8p	0.58
mondo:0018684	idiopathic neonatal atrial flutter	orphanet.ordo	orphanet.ordo:45452	Idiopathic neonatal atrial flutter	0.76
ncit:C34350	Actinomycosis	mesh	mesh:D000196	Actinomycosis	0.81
mondo:0018840	isolated congenital hepatic fibrosis	orphanet.ordo	orphanet.ordo:485426	Isolated congenital hepatic fibrosis	0.85
mondo:0019508	van der Woude syndrome	orphanet.ordo	orphanet.ordo:888	Van der Woude syndrome	0.69
mondo:0015771	mosaic trisomy 7	orphanet.ordo	orphanet.ordo:1747	Mosaic trisomy 7 syndrome	0.63
orphanet.ordo:79379	Skin vascular disease	ncit	ncit:C35254	Skin Vascular Disorder	0.53
doid:10074	hymenolepiasis	orphanet.ordo	orphanet.ordo:401	Hymenolepiasis	0.79
mondo:0019102	dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	orphanet.ordo	orphanet.ordo:71267	Dentinogenesis imperfecta-short stature-hearing loss-intellectual disability syndrome	0.85
mondo:0019583	localized lichen myxedematosus with mixed features of different subtypes	orphanet.ordo	orphanet.ordo:90398	Localized lichen myxedematosus with mixed features of different subtypes	0.72
orphanet.ordo:163525	Subacute cutaneous lupus erythematosus	ncit	ncit:C117111	Subacute Cutaneous Lupus Erythematosus	0.8
mondo:0017999	fatty acid hydroxylase-associated neurodegeneration	orphanet.ordo	orphanet.ordo:329308	Fatty acid hydroxylase-associated neurodegeneration	0.73
mondo:0007043	Pfeiffer syndrome	orphanet.ordo	orphanet.ordo:710	Pfeiffer syndrome	0.6
mondo:0018229	Stevens-Johnson syndrome	orphanet.ordo	orphanet.ordo:36426	Stevens-Johnson syndrome	0.53
orphanet.ordo:88991	Rare congenital non-syndromic heart malformation	mondo	mondo:0019512	congenital heart malformation	0.9
orphanet.ordo:528623	Hereditary angioedema with C1Inh deficiency	mondo	mondo:0033946	hereditary angioedema with C1Inh deficiency	0.78
ncit:C2892	Nevoid Basal Cell Carcinoma Syndrome	orphanet.ordo	orphanet.ordo:377	Gorlin syndrome	0.78
ncit:C85024	Primary Progressive Aphasia	orphanet.ordo	orphanet.ordo:95432	Primary progressive aphasia	0.83
orphanet.ordo:99	Autosomal dominant cerebellar ataxia	mondo	mondo:0020380	autosomal dominant cerebellar ataxia	0.81
orphanet.ordo:2070	Eosinophilic gastroenteritis	mondo	mondo:0016129	eosinophilic gastroenteritis	0.86
mondo:0018752	exercise-induced malignant hyperthermia	orphanet.ordo	orphanet.ordo:466650	Exercise-induced malignant hyperthermia	0.93
mondo:0015660	sporadic fetal brain disruption sequence	orphanet.ordo	orphanet.ordo:1665	Sporadic fetal brain disruption sequence	0.82
mondo:0009517	Donohue syndrome	orphanet.ordo	orphanet.ordo:508	Leprechaunism	0.64
mondo:0011113	Charcot-Marie-Tooth disease type 4C	orphanet.ordo	orphanet.ordo:99949	Charcot-Marie-Tooth disease type 4C	0.8
orphanet.ordo:893	WAGR syndrome	mondo	mondo:0008681	WAGR syndrome	0.7
ncit:C165500	Spinocerebellar Ataxia, Autosomal Recessive, with Axonal Neuropathy 2	doid	doid:0050755	spinocerebellar ataxia with axonal neuropathy 2	0.8
mondo:0012549	autosomal recessive ataxia, Beauce type	orphanet.ordo	orphanet.ordo:88644	Autosomal recessive ataxia, Beauce type	0.84
mondo:0000153	transposition of the great arteries	orphanet.ordo	orphanet.ordo:216675	Transposition of the great arteries	0.89
mondo:0019794	autosomal dominant cerebellar ataxia type IV	orphanet.ordo	orphanet.ordo:94149	Autosomal dominant cerebellar ataxia type IV	0.97
mondo:0018874	acute myeloid leukemia	orphanet.ordo	orphanet.ordo:519	Acute myeloid leukemia	0.56
orphanet.ordo:90646	Deafness-hypogonadism syndrome	mondo	mondo:0010575	deafness-hypogonadism syndrome	0.83
mondo:0011411	Chudley-McCullough syndrome	orphanet.ordo	orphanet.ordo:314597	Chudley-McCullough syndrome	0.68
mondo:0015792	transient congenital hypothyroidism	orphanet.ordo	orphanet.ordo:178045	Transient congenital hypothyroidism	0.89
mondo:0018710	megalencephaly-severe kyphoscoliosis-overgrowth syndrome	orphanet.ordo	orphanet.ordo:457359	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome	0.79
mondo:0019483	methotrexate-associated lymphoproliferative disorders	orphanet.ordo	orphanet.ordo:86904	Methotrexate-associated lymphoproliferative disorders	0.85
mondo:0011911	craniolenticulosutural dysplasia	orphanet.ordo	orphanet.ordo:50814	Craniolenticulosutural dysplasia	0.85
orphanet.ordo:95512	Adenohypophysitis	mondo	mondo:0019838	adenohypophysitis	0.77
orphanet.ordo:314485	Young adult-onset distal hereditary motor neuropathy	mondo	mondo:0013947	neuronopathy, distal hereditary motor, autosomal recessive 5	0.54
mondo:0971131	bilateral diffuse uveal melanocytic proliferation disease	orphanet.ordo	orphanet.ordo:674968	Bilateral diffuse uveal melanocytic proliferation disease	0.77
mesh:D001229	Aspergillosis, Allergic Bronchopulmonary	ncit	ncit:C84547	Allergic Bronchopulmonary Aspergillosis	0.82
ncit:C7019	Trilateral Retinoblastoma	doid	doid:4647	trilateral retinoblastoma	0.96
mondo:0018635	idiopathic phalangeal acro-osteolysis	orphanet.ordo	orphanet.ordo:444316	Idiopathic phalangeal acro-osteolysis	0.76
mondo:0008073	familial juvenile hyperuricemic nephropathy type 1	orphanet.ordo	orphanet.ordo:88950	UMOD-related autosomal dominant tubulointerstitial kidney disease	0.62
orphanet.ordo:252050	Primary melanoma of the central nervous system	mondo	mondo:0016747	primary melanoma of the central nervous system	0.83
efo:0010269	amenorrhea	mondo	mondo:0001836	amenorrhea	0.87
orphanet.ordo:567550	Idiopathic multidrug-resistant nephrotic syndrome	mondo	mondo:0035459	idiopathic multidrug-resistant nephrotic syndrome	0.72
mondo:0017079	meningoencephalocele	orphanet.ordo	orphanet.ordo:268820	Cranial meningocele	0.76
mondo:0018085	umbilical cord ulceration-intestinal atresia syndrome	orphanet.ordo	orphanet.ordo:3405	Umbilical cord ulceration-intestinal atresia syndrome	0.98
orphanet.ordo:542592	Necrobiosis lipoidica	doid	doid:3486	necrobiosis lipoidica	0.79
orphanet.ordo:1875	Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	mondo	mondo:0009680	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	0.74
orphanet.ordo:2229	Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	mondo	mondo:0008915	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	0.72
mondo:0013688	linear and whorled nevoid hypermelanosis	orphanet.ordo	orphanet.ordo:79150	Linear and whorled nevoid hypermelanosis	0.68
doid:9375	Fuchs' heterochromic uveitis	orphanet.ordo	orphanet.ordo:263479	Fuchs heterochromic iridocyclitis	0.72
ncit:C99000	Orbital Cellulitis	mesh	mesh:D054517	Orbital Cellulitis	0.82
efo:1001379	neuroleptic malignant syndrome	orphanet.ordo	orphanet.ordo:94093	Neuroleptic malignant syndrome	0.75
efo:1001358	Leprosy, Paucibacillary	mondo	mondo:0041752	paucibacillary leprosy	0.93
orphanet.ordo:231401	Alpha-thalassemia-myelodysplastic syndrome	mondo	mondo:0010328	alpha-thalassemia-myelodysplastic syndrome	0.6
orphanet.ordo:2309	Pachyonychia congenita	omim.ps	omim.ps:167200	Pachyonychia congenita	0.7
orphanet.ordo:97992	Rare hematologic disease	efo	efo:0005803	hematologic disease	0.7
orphanet.ordo:2990	Autosomal recessive multiple pterygium syndrome	mondo	mondo:0009926	autosomal recessive multiple pterygium syndrome	0.71
mondo:0018469	pulmonary non-tuberculous mycobacterial infection	orphanet.ordo	orphanet.ordo:411703	Pulmonary non-tuberculous mycobacterial infection	0.93
orphanet.ordo:251561	High-grade astrocytoma	mondo	mondo:0016680	high grade astrocytic tumor	0.78
orphanet.ordo:180182	Supernumerary breasts	mondo	mondo:0015854	supernumerary breasts	0.88
mondo:0014720	autosomal dominant optic atrophy plus syndrome	orphanet.ordo	orphanet.ordo:1215	Autosomal dominant optic atrophy plus syndrome	0.54
ncit:C27540	Skin Infundibulocystic Basal Cell Carcinoma	doid	doid:4279	infundibulocystic basal cell carcinoma	0.94
mondo:0016968	partial trisomy of the long arm of chromosome 18	orphanet.ordo	orphanet.ordo:262977	Partial duplication of the long arm of chromosome 18 syndrome	0.65
mondo:0017312	Perrault syndrome	orphanet.ordo	orphanet.ordo:2855	Perrault syndrome	0.53
orphanet.ordo:89937	Autosomal dominant hypophosphatemic rickets	mondo	mondo:0008660	autosomal dominant hypophosphatemic rickets	0.9
orphanet.ordo:1438	Ring chromosome 10 syndrome	mondo	mondo:0015431	ring chromosome 10	0.94
orphanet.ordo:93665	Autoinflammatory syndrome	mondo	mondo:0019751	autoinflammatory syndrome	0.76
efo:0004610	acute lung injury	orphanet.ordo	orphanet.ordo:178320	Acute lung injury	0.75
mondo:0019200	retinitis pigmentosa	orphanet.ordo	orphanet.ordo:791	Retinitis pigmentosa	0.72
orphanet.ordo:65682	Benign recurrent intrahepatic cholestasis	mondo	mondo:0019008	benign recurrent intrahepatic cholestasis	0.77
mondo:0014803	spasticity-ataxia-gait anomalies syndrome	orphanet.ordo	orphanet.ordo:401866	Childhood-onset spasticity with hyperglycinemia	0.76
icd10:G10	Huntington disease	orphanet.ordo	orphanet.ordo:399	Huntington disease	0.78
mondo:0016832	distal 7q11.23 microduplication syndrome	orphanet.ordo	orphanet.ordo:261102	Distal 7q11.23 microduplication syndrome	0.88
