source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
orphanet.ordo:261250	16q24.3 microdeletion syndrome	mondo	mondo:0018127	16q24.1 microdeletion syndrome	mondo:0016838	16q24.3 microdeletion syndrome	0.57
orphanet.ordo:64755	Becker nevus syndrome	gard	gard:5901	Becker nevus syndrome	gard:0003856	""	0.5
orphanet.ordo:397596	Activated PI3K-delta syndrome	mondo	mondo:0014222	immunodeficiency 14	mondo:0018338	activated PI3K-delta syndrome	0.55
orphanet.ordo:801	Scleroderma	efo	efo:0000717	systemic scleroderma	efo:1001993, efo:1001361	scleroderma, localised scleroderma	0.55
orphanet.ordo:457095	Actinomycosis	icd10	icd10:A42	Actinomycosis	icd10:A42.0, icd10:A42.1, icd10:A42.7, icd10:A42.8, icd10:A42.2	""	0.77
orphanet.ordo:35909	Combined deficiency of factor V and factor VIII	mondo	mondo:0009206	factor V and factor VIII, combined deficiency of, type 1	mondo:0018175	combined deficiency of factor V and factor VIII	0.65
orphanet.ordo:158676	Localized dystrophic epidermolysis bullosa, nails only	mondo	mondo:0014661	epidermolysis bullosa simplex with nail dystrophy	mondo:0015553	dystrophic epidermolysis bullosa, nails only	0.48
mondo:0011749	oculocutaneous albinism type 1B	orphanet.ordo	orphanet.ordo:352737	Temperature-sensitive oculocutaneous albinism type 1	orphanet.ordo:79434	Oculocutaneous albinism type 1B	0.52
mondo:0009635	microvillus inclusion disease	orphanet.ordo	orphanet.ordo:73014	Intractable diarrhea of infancy	orphanet.ordo:2290	Microvillus inclusion disease	0.56
doid:10538	gastric fundus cancer	ncit	ncit:C170940	Malignant Fundus Neoplasm	ncit:C4911	Gastric Carcinoma	0.96
orphanet.ordo:3020	Ramsay Hunt syndrome	efo	efo:1001053	myoclonic cerebellar dyssynergia	efo:0007281	geniculate herpes zoster	0.66
orphanet.ordo:1146	Distal arthrogryposis type 1	mondo	mondo:0007157	arthrogryposis, distal, type 1A	mondo:0015240	digitotalar dysmorphism	0.87
orphanet.ordo:220407	Limited systemic sclerosis	mondo	mondo:0016358	limited cutaneous systemic sclerosis	mondo:0016359	limited systemic sclerosis	0.52
orphanet.ordo:3411	Double uterus-hemivagina-renal agenesis syndrome	mondo	mondo:0023005	double uterus-hemivagina-renal agenesis	mondo:0008636	double uterus-hemivagina-renal agenesis syndrome	0.7
mondo:0021205	disorder of ear	doid	doid:2952	inner ear disease	doid:2742	auditory system disease	0.75
mesh:D016532	Mucopolysaccharidosis II	ncit	ncit:C84897	Mucopolysaccharidosis Type IIIA	ncit:C61260	Hunter Syndrome	0.71
doid:0111154	postural orthostatic tachycardia syndrome	ncit	ncit:C50655	Mitral Valve Prolapse	ncit:C85020	Postural Orthostatic Tachycardia Syndrome	0.67
orphanet.ordo:244	Primary ciliary dyskinesia	mondo	mondo:0012918	primary ciliary dyskinesia 10	mondo:0016575	primary ciliary dyskinesia	0.76
doid:5153	atypical neurofibroma	ncit	ncit:C178255	Atypical Neurofibromatous Neoplasm of Uncertain Biologic Potential	ncit:C41426	Neurofibroma with Atypia	0.86
mondo:0009258	classic galactosemia	orphanet.ordo	orphanet.ordo:352	Galactosemia	orphanet.ordo:79239	Classic galactosemia	0.62
mondo:0010080	familial infantile bilateral striatal necrosis	orphanet.ordo	orphanet.ordo:1576	Infantile bilateral striatal necrosis	orphanet.ordo:225154	Familial infantile bilateral striatal necrosis	0.93
ncit:C3389	Post-Traumatic Stress Disorder	mesh	mesh:D003130	Combat Disorders	mesh:D013313	Stress Disorders, Post-Traumatic	0.73
orphanet.ordo:247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	mondo	mondo:0010989	Mayer-Rokitansky-Küster-Hauser syndrome type 2	mondo:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	0.63
orphanet.ordo:370348	Peripheral primitive neuroectodermal tumor	mondo	mondo:0012817	Ewing sarcoma	mondo:0018271	peripheral primitive neuroectodermal tumor	0.55
orphanet.ordo:254351	Distal 7q11.23 microdeletion syndrome	mondo	mondo:0016832	distal 7q11.23 microduplication syndrome	mondo:0013393	distal 7q11.23 microdeletion syndrome	0.75
mondo:0011273	H syndrome	orphanet.ordo	orphanet.ordo:254723	Pigmented hypertrichosis with insulin-dependent diabetes mellitus syndrome	orphanet.ordo:168569	H syndrome	0.6
doid:10153	ileum cancer	ncit	ncit:C3130	Ileal Neoplasm	ncit:C193425	Malignant Ileal Neoplasm	0.64
orphanet.ordo:518	Acute megakaryoblastic leukemia	ncit	ncit:C7972	Childhood Acute Megakaryoblastic Leukemia	ncit:C3170	Acute Megakaryoblastic Leukemia	0.55
mondo:0010857	semantic dementia	orphanet.ordo	orphanet.ordo:282	Frontotemporal dementia	orphanet.ordo:100069	Semantic dementia	0.79
mondo:0000405	anal canal cancer	ncit	ncit:C7489	Anal Canal Carcinoma	ncit:C7379, ncit:C2877	Malignant Anal Neoplasm, Anal Neoplasm	0.84
mondo:0013000	porphyria due to ALA dehydratase deficiency	orphanet.ordo	orphanet.ordo:95157	Acute hepatic porphyria	orphanet.ordo:100924	Porphyria due to ALA dehydratase deficiency	0.72
mondo:0009710	Thomsen and Becker disease	orphanet.ordo	orphanet.ordo:97245	Congenital myopathy	orphanet.ordo:614	Thomsen and Becker disease	0.78
orphanet.ordo:90117	Hereditary motor and sensory neuropathy, Okinawa type	mondo	mondo:0018993	Charcot-Marie-Tooth disease type 2	mondo:0011468	hereditary motor and sensory neuropathy, Okinawa type	0.52
doid:5113	nutritional deficiency disease	ncit	ncit:C157938	Nutritional Deficiency	ncit:C3669	Malnutrition	0.8
omim.ps:148300	Keratoconus	orphanet.ordo	orphanet.ordo:98623	Syndromic keratoconus	orphanet.ordo:156071	OBSOLETE: Keratoconus	0.46
mondo:0009876	isolated growth hormone deficiency type IA	orphanet.ordo	orphanet.ordo:631	Non-acquired isolated growth hormone deficiency	orphanet.ordo:231662	Isolated growth hormone deficiency type IA	0.83
mondo:0037003	malignant phyllodes tumor	doid	doid:10289	prostate malignant phyllodes tumor	doid:3016	breast malignant phyllodes tumor	0.54
mondo:0012137	Carney complex - trismus - pseudocamptodactyly syndrome	orphanet.ordo	orphanet.ordo:1359	Carney complex	orphanet.ordo:319340	Carney complex-trismus-pseudocamptodactyly syndrome	0.74
orphanet.ordo:1572	Common variable immunodeficiency	icd10	icd10:D83	Common variable immunodeficiency	icd10:D83.1, icd10:D83.9, icd10:D83.2, icd10:D83.8, icd10:D83.0	""	0.5
mondo:0009079	DOORS syndrome	orphanet.ordo	orphanet.ordo:1674	Digitorenocerebral syndrome	orphanet.ordo:79500	DOORS syndrome	0.53
doid:1089	tethered spinal cord syndrome	ncit	ncit:C84923	Neural Tube Defect	ncit:C99080	Tethered Spinal Cord Syndrome	0.67
orphanet.ordo:166282	Familial sick sinus syndrome	mondo	mondo:0024562	sick sinus syndrome 1	mondo:0012061, mondo:0001823	familial sick sinus syndrome, sick sinus syndrome	0.53
mondo:0041752	paucibacillary leprosy	efo	efo:0001056	tuberculoid leprosy	efo:1001358	Leprosy, Paucibacillary	0.79
ncit:C125904	High Grade B-Cell Lymphoma with MYC and BCL2 or BCL6 Rearrangements	mondo	mondo:0018813	high grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement	mondo:0850426	high-grade B-cell lymphoma double-hit/triple-hit	0.83
orphanet.ordo:363659	20q11.2 microduplication syndrome	mondo	mondo:0018633	20q11.2 microdeletion syndrome	mondo:0018204	20q11.2 microduplication syndrome	0.62
orphanet.ordo:97563	Pauci-immune glomerulonephritis with ANCA	mondo	mondo:0019989	pauci-immune glomerulonephritis without ANCA	mondo:0019988	pauci-immune glomerulonephritis with ANCA	0.72
orphanet.ordo:444051	20q11.2 microdeletion syndrome	mondo	mondo:0018204	20q11.2 microduplication syndrome	mondo:0018633	20q11.2 microdeletion syndrome	0.62
mondo:0015057	renin-angiotensin-aldosterone system-blocker-induced angioedema	orphanet.ordo	orphanet.ordo:673574	Reactive angioendotheliomatosis	orphanet.ordo:100057	Renin-angiotensin-aldosterone system-blocker-induced angioedema	0.55
orphanet.ordo:99879	Familial isolated hyperparathyroidism	mondo	mondo:0012406	hyperparathyroidism 3	mondo:0015027, mondo:0001741	hyperparathyroidism, familial isolated hyperparathyroidism	0.73
mondo:0019200	retinitis pigmentosa	orphanet.ordo	orphanet.ordo:98661	Syndromic rod-cone dystrophy	orphanet.ordo:791	Retinitis pigmentosa	0.52
orphanet.ordo:314652	Variant ABeta2M amyloidosis	mondo	mondo:0018590	ABeta2M amyloidosis	mondo:0017810	variant ABeta2M amyloidosis	0.76
mondo:0011576	familial hyperaldosteronism type II	orphanet.ordo	orphanet.ordo:403	Familial hyperaldosteronism type I	orphanet.ordo:404	Familial hyperaldosteronism type II	0.63
mondo:0020316	acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	orphanet.ordo	orphanet.ordo:517	Acute myelomonocytic leukemia	orphanet.ordo:98829	Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	0.52
orphanet.ordo:98870	Congenital dyserythropoietic anemia type III	mondo	mondo:0014285	congenital dyserythropoietic anemia type type 1B	mondo:0007109	congenital dyserythropoietic anemia type 3	0.53
orphanet.ordo:517	Acute myelomonocytic leukemia	ncit	ncit:C7962	Adult Acute Myelomonocytic Leukemia	ncit:C7463	Acute Myelomonocytic Leukemia	0.75
orphanet.ordo:2655	Thanatophoric dysplasia	mondo	mondo:0008546	thanatophoric dysplasia type 1	mondo:0017042	thanatophoric dysplasia	0.62
mondo:0009284	glutathione synthetase deficiency without 5-oxoprolinuria	orphanet.ordo	orphanet.ordo:289846	Glutathione synthetase deficiency with 5-oxoprolinuria	orphanet.ordo:289849	Glutathione synthetase deficiency without 5-oxoprolinuria	0.72
orphanet.ordo:93325	Autosomal dominant Kenny-Caffey syndrome	mondo	mondo:0009486	autosomal recessive Kenny-Caffey syndrome	mondo:0007478	autosomal dominant Kenny-Caffey syndrome	0.52
orphanet.ordo:648	Noonan syndrome	mondo	mondo:0008104	Noonan syndrome 1	mondo:0018997	Noonan syndrome	0.74
orphanet.ordo:98756	Spinocerebellar ataxia type 2	mondo	mondo:0010548	spinocerebellar ataxia, X-linked 2	mondo:0008458	spinocerebellar ataxia type 2	0.6
ncit:C3889	Pelvic Inflammatory Disease	mesh	mesh:D034161	Pelvic Infection	mesh:D000292	Pelvic Inflammatory Disease	0.81
mondo:0024551	X-linked lymphoproliferative disease due to SH2D1A deficiency	orphanet.ordo	orphanet.ordo:2442	X-linked lymphoproliferative disease	orphanet.ordo:538931	X-linked lymphoproliferative disease due to SAP deficiency	0.63
ncit:C142083	Coenzyme Q10 Deficiency	doid	doid:0070238	primary coenzyme Q10 deficiency 1	doid:0050730	coenzyme Q10 deficiency disease	0.74
ncit:C115212	Familial Waldenstrom Macroglobulinemia	mondo	mondo:0100281	macroglobulinemia, Waldenstrom, 1	mondo:0100280	Waldenstrom macroglobulinemia	0.79
orphanet.ordo:424027	Progressive myoclonic epilepsy type 8	mondo	mondo:0014717	early-onset Lafora body disease	mondo:0014545	progressive myoclonic epilepsy type 8	0.65
ncit:C116817	Neonatal Chlamydia Conjunctivitis	mesh	mesh:D014141	Trachoma	mesh:D003235	Conjunctivitis, Inclusion	0.69
mondo:0018843	embryonal carcinoma of the central nervous system	orphanet.ordo	orphanet.ordo:180226	Embryonal carcinoma	orphanet.ordo:48736	Embryonal carcinoma of the central nervous system	0.73
ncit:C4908	Ovarian Carcinoma	orphanet.ordo	orphanet.ordo:213500	Ovarian cancer	orphanet.ordo:398934	Malignant epithelial tumor of ovary	0.74
orphanet.ordo:79345	Brachytelephalangic chondrodysplasia punctata	mondo	mondo:0011238	chondrodysplasia punctata, brachytelephalangic, autosomal	mondo:0010555	X-linked chondrodysplasia punctata 1	0.77
orphanet.ordo:53698	Myosin storage myopathy	mondo	mondo:0008050	MYH7-related skeletal myopathy	mondo:0018889	hyaline body myopathy	0.59
mondo:0011099	human HOXA1 syndromes	orphanet.ordo	orphanet.ordo:69737	Bosley-Salih-Alorainy syndrome	orphanet.ordo:69739	Athabaskan brainstem dysgenesis syndrome	0.62
orphanet.ordo:79326	ALG2-CDG	mondo	mondo:0005500	congenital disorder of glycosylation type I	mondo:0011933	ALG2-congenital disorder of glycosylation	0.72
orphanet.ordo:903	Von Willebrand disease	mondo	mondo:0024574	von Willebrand disease (hereditary or acquired)	mondo:0019565	hereditary von Willebrand disease	0.74
orphanet.ordo:330012	High altitude pulmonary edema	mondo	mondo:0021811	acute mountain sickness	mondo:0031257	high altitude pulmonary edema	0.82
mondo:0009515	Norum disease	orphanet.ordo	orphanet.ordo:650	LCAT deficiency	orphanet.ordo:79293	Familial LCAT deficiency	0.66
orphanet.ordo:580	Mucopolysaccharidosis type 2	mondo	mondo:0009655	mucopolysaccharidosis type 3A	mondo:0010674	mucopolysaccharidosis type 2	0.53
ncit:C3840	Port Wine Stain	doid	doid:5806	stork bite	doid:0111529	familial multiple nevi flammei	0.62
orphanet.ordo:481	Kennedy disease	doid	doid:0060161	Kennedy's disease	doid:60161	""	0.54
mondo:0009787	3-methylglutaconic aciduria type 3	orphanet.ordo	orphanet.ordo:227976	Autosomal recessive optic atrophy, OPA7 type	orphanet.ordo:67047	3-methylglutaconic aciduria type 3	0.64
doid:14566	disease of cellular proliferation	ncit	ncit:C27933	Neoplasm by Cause	ncit:C3262	Neoplasm	0.52
mondo:0009947	glutathione synthetase deficiency with 5-oxoprolinuria	orphanet.ordo	orphanet.ordo:289849	Glutathione synthetase deficiency without 5-oxoprolinuria	orphanet.ordo:289846	Glutathione synthetase deficiency with 5-oxoprolinuria	0.82
mesh:D004314	Down Syndrome	orphanet.ordo	orphanet.ordo:623	NAME syndrome	orphanet.ordo:870	Down syndrome	0.55
orphanet.ordo:217385	17p13.3 microduplication syndrome	mondo	mondo:0013415	chromosome 17p13.1 deletion syndrome	mondo:0013182	chromosome 17p13.3 duplication syndrome	0.57
mondo:0007738	spondyloepiphyseal dysplasia with congenital joint dislocations	orphanet.ordo	orphanet.ordo:93280	Spondyloepiphyseal dysplasia, Omani type	orphanet.ordo:263463	CHST3-related skeletal dysplasia	0.62
mondo:0010726	Rett syndrome	orphanet.ordo	orphanet.ordo:3095	Atypical Rett syndrome	orphanet.ordo:778	Rett syndrome	0.61
orphanet.ordo:425	Apolipoprotein A-I deficiency	mondo	mondo:0032766	hypoalphalipoproteinemia, primary, 2	mondo:0100189	obsolete apolipoprotein A-I deficiency	0.78
orphanet.ordo:77258	Trichorhinophalangeal syndrome type 1	mondo	mondo:0008596	trichorhinophalangeal syndrome type I	mondo:0019176	obsolete trichorhinophalangeal syndrome type I or III	0.75
mondo:0007403	inherited Creutzfeldt-Jakob disease	orphanet.ordo	orphanet.ordo:204	Sporadic Creutzfeldt-Jakob disease	orphanet.ordo:282166	Inherited Creutzfeldt-Jakob disease	0.89
orphanet.ordo:512	Metachromatic leukodystrophy	mondo	mondo:0009591	metachromatic leukodystrophy, juvenile form	mondo:0018868	metachromatic leukodystrophy	0.56
orphanet.ordo:238475	Familial hypercholanemia	mondo	mondo:0100327	hypercholanemia, familial	mondo:0031446	hypercholanemia, familial 1	0.75
orphanet.ordo:513	Acute lymphoblastic leukemia	mondo	mondo:0013108	leukemia, acute lymphocytic, susceptibility to, 1	mondo:0004967	acute lymphoblastic leukemia	0.53
orphanet.ordo:895	Waardenburg syndrome type 2	mondo	mondo:0012698	Waardenburg syndrome type 2E	mondo:0019517	Waardenburg syndrome type 2	0.52
orphanet.ordo:84	Fanconi anemia	mondo	mondo:0009215	Fanconi anemia complementation group A	mondo:0019391	Fanconi anemia	0.75
orphanet.ordo:98978	Axenfeld anomaly	mondo	mondo:0011233	Axenfeld-Rieger syndrome type 3	mondo:0020368	Axenfeld anomaly	0.54
orphanet.ordo:261337	Distal 22q11.2 microduplication syndrome	mondo	mondo:0012740	chromosome 22q11.2 deletion syndrome, distal	mondo:0016846	distal 22q11.2 microduplication syndrome	0.59
doid:0050940	endocervical adenocarcinoma	ncit	ncit:C4029	Cervical Adenocarcinoma	ncit:C127907	Endocervical Adenocarcinoma, Usual-Type	0.66
orphanet.ordo:98472	Skeletal muscle disease	mondo	mondo:0002848	skeletal muscle neoplasm	mondo:0020120	skeletal muscle disorder	0.54
orphanet.ordo:402020	Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)	mondo	mondo:0100398	acute myeloid leukemia, inv(3)(q21.3;q26.2)	mondo:0018435	acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)	0.52
orphanet.ordo:99928	Placental site trophoblastic tumor	mondo	mondo:0021218	placenta neoplasm	mondo:0020552	placental site trophoblastic tumor	0.58
mondo:0019460	acute leukemia of ambiguous lineage	orphanet.ordo	orphanet.ordo:98837	Acute biphenotypic leukemia	orphanet.ordo:86851	Acute leukemia of ambiguous lineage	0.71
orphanet.ordo:308166	Erythrokeratoderma variabilis progressiva	mondo	mondo:0033014	erythrokeratodermia variabilis et progressiva 4	mondo:0017851	erythrokeratodermia variabilis	0.69
mondo:0014717	early-onset Lafora body disease	orphanet.ordo	orphanet.ordo:435438	Progressive myoclonic epilepsy type 7	orphanet.ordo:324290	Early-onset Lafora body disease	0.65
orphanet.ordo:658590	Eyelid sebaceous carcinoma	ncit	ncit:C43340	Eye Sebaceous Carcinoma	ncit:C134831	Eyelid Sebaceous Gland Carcinoma	0.53
mondo:0010247	X-linked cerebral adrenoleukodystrophy	orphanet.ordo	orphanet.ordo:139399	Adrenomyeloneuropathy	orphanet.ordo:139396	X-linked cerebral adrenoleukodystrophy	0.52
mondo:0009106	diastematomyelia	orphanet.ordo	orphanet.ordo:573278	Split cord malformation	orphanet.ordo:1671	Split cord malformation type I	0.96
orphanet.ordo:137914	Choanal atresia	mondo	mondo:1011141	choanal atresia, ass	mondo:0012155	choanal atresia	0.77
orphanet.ordo:122	Birt-Hogg-Dubé syndrome	mondo	mondo:0800444	Birt-Hogg-Dube syndrome	mondo:0800445	Birt-Hogg-Dube syndrome 1	0.57
orphanet.ordo:675822	Well-differentiated papillary mesothelial tumour of the pleura	mondo	mondo:0003688	well differentiated papillary mesothelioma	mondo:0971140	well-differentiated papillary mesothelial tumour of the pleura	0.66
orphanet.ordo:98784	Autosomal dominant nocturnal frontal lobe epilepsy	mondo	mondo:0014002	autosomal dominant nocturnal frontal lobe epilepsy 5	mondo:0020300	autosomal dominant nocturnal frontal lobe epilepsy	0.65
orphanet.ordo:321	Multiple osteochondromas	mondo	mondo:0007585	exostoses, multiple, type 1	mondo:0005508	hereditary multiple osteochondromas	0.59
orphanet.ordo:55881	Adamantinoma	mondo	mondo:0017795	ameloblastoma	mondo:0002422	adamantinoma	0.58
mondo:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	orphanet.ordo	orphanet.ordo:98824	Atypical chronic myeloid leukemia	orphanet.ordo:521	Chronic myeloid leukemia	0.52
mesh:D010554	Personality Disorders	mondo	mondo:0002027	avoidant personality disorder	mondo:0002028	personality disorder	0.58
orphanet.ordo:506075	Non-functioning neuroendocrine tumor of pancreas	ncit	ncit:C45838	Non-Functioning Pancreatic Neuroendocrine Tumor G2	ncit:C45837	Non-Functioning Pancreatic Neuroendocrine Tumor	0.53
mondo:0008161	otodental syndrome	orphanet.ordo	orphanet.ordo:99806	Oculootodental syndrome	orphanet.ordo:2791	Otodental syndrome	0.57
orphanet.ordo:331235	Selective IgM deficiency	doid	doid:14176	selective IgG deficiency disease	doid:0050222	selective IgM deficiency disease	0.54
omim.ps:145000	Hyperparathyroidism	orphanet.ordo	orphanet.ordo:181408	Rare hyperparathyroidism	orphanet.ordo:208596	Genetic hyperparathyroidism	0.56
mesh:D000069544	Infectious Encephalitis	doid	doid:9588	encephalitis	doid:646	viral encephalitis	0.67
orphanet.ordo:97564	Pauci-immune glomerulonephritis without ANCA	mondo	mondo:0019988	pauci-immune glomerulonephritis with ANCA	mondo:0019989	pauci-immune glomerulonephritis without ANCA	0.72
orphanet.ordo:87876	Sialidosis type 2	mondo	mondo:0019346	sialidosis type 1	mondo:0009738	sialidosis type 2	0.63
orphanet.ordo:280654	Autosomal recessive nail dysplasia	mondo	mondo:0008060	nonsyndromic congenital nail disorder 1	mondo:0029051	obsolete autosomal recessive nail dysplasia	0.7
mondo:0019346	sialidosis type 1	orphanet.ordo	orphanet.ordo:87876	Sialidosis type 2	orphanet.ordo:812	Sialidosis type 1	0.63
