source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
ncbitaxon	ncbitaxon:573	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0030602	Klebsiella pneumonia	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:118655	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1902492578	Oropouche orthobunyavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
omim.ps	omim.ps:219080	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0009049	Cushing syndrome due to macronodular adrenal hyperplasia	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:3110	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:98727119	Prototheca	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1561052758	Fish	skos:exactMatch	foodon	foodon:03411222	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:69327534	Consciousness	skos:exactMatch	mf	mf:0000017	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:973375075	Rickettsia africae	skos:exactMatch	ncbitaxon	ncbitaxon:35788	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1390983217	Borrelia miyamotoi	skos:exactMatch	ncbitaxon	ncbitaxon:47466	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:870681014	Erysipelothrix	skos:exactMatch	ncbitaxon	ncbitaxon:1647	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1668087315	Heterophyes	skos:exactMatch	ncbitaxon	ncbitaxon:104454	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:2698737	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C9118	Sarcoma	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0000547	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:654408969	Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
chr	chr:9606-chr15q13.3	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:199318	15q13.3 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mesh	mesh:D007175	Impulsive Behavior	skos:exactMatch	nbo	nbo:0000119	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.9
icd11	icd11:1220071533	Trypanosoma cruzi	skos:exactMatch	ncbitaxon	ncbitaxon:5693	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:1637792238	Neisseria gonorrhoeae	skos:exactMatch	ncbitaxon	ncbitaxon:485	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:5820	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:128981240	Plasmodium	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
envo	envo:02000091	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1962673437	Coal	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
icd11	icd11:1962673437	Coal	skos:exactMatch	envo	envo:02000091	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
cl	cl:0000034	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1207618189	Haematopoietic stem cells	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:11036	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1463986285	Venezuelan equine encephalitis virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:188544	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1769957085	Demodex	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbigene	ncbigene:475400	NO_NAME_FOUND	skos:exactMatch	orphanet.ordo	orphanet.ordo:140541	RPGRIP1 like	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
chr	chr:9606-chr17p13.3	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060432	chromosome 17p13.3 duplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1447196809	Trypanosoma brucei	skos:exactMatch	ncbitaxon	ncbitaxon:5691	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
ncbitaxon	ncbitaxon:446	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1598100598	Legionella pneumophila	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
pato	pato:0010001	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1434105751	Disconnection	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:12066	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:110725874	Coxsackievirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
ncbitaxon	ncbitaxon:787	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:301591283	Rickettsia australis	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1312537554	Rickettsia rickettsii	skos:exactMatch	ncbitaxon	ncbitaxon:783	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:1280	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C122576	Staphylococcus aureus Infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncit	ncit:C26831	Mycobacterial Infection	skos:exactMatch	ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:636776306	New World screwworm	skos:exactMatch	ncbitaxon	ncbitaxon:115425	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1474462631	Mansonella ozzardi	skos:exactMatch	ncbitaxon	ncbitaxon:122354	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
mfomd	mfomd:0000025	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D000076563	Mentalization	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
chr	chr:9606-chr19q13.11	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:217346	19q13.11 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:666	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:824826401	Vibrio cholerae	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
efo	efo:0007499	streptococcal pneumonia	skos:exactMatch	ncbitaxon	ncbitaxon:1313	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:932028588	Delusion	skos:exactMatch	mfomd	mfomd:0000101	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mondo	mondo:0015431	ring chromosome 10	skos:exactMatch	so	so:1000045	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:974383265	Bordetella pertussis	skos:exactMatch	ncbitaxon	ncbitaxon:520	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:445002605	Francisella tularensis	skos:exactMatch	ncbitaxon	ncbitaxon:263	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:81962027	Neisseria meningitidis	skos:exactMatch	ncbitaxon	ncbitaxon:487	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1145342704	Bartonella bacilliformis	skos:exactMatch	ncbitaxon	ncbitaxon:774	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:5052	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:596589512	Aspergillus	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
mondo	mondo:0017794	Xq12-q13.3 duplication syndrome	skos:exactMatch	chr	chr:9606-chrXq12-q13.3	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:1678	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:235145545	Bifidobacterium	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:11646	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:810293277	Lentivirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:1405168187	Sarcoptes	skos:exactMatch	ncbitaxon	ncbitaxon:52282	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
efo	efo:0009425	Yersinia pestis infectious disease	skos:exactMatch	ncbitaxon	ncbitaxon:632	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
chr	chr:9606-chr22q11.2	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060436	chromosome 22q11.2 microduplication syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
envo	envo:02000108	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2140344767	Cotton plant	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
nbo	nbo:0000121	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D000378	Agonistic Behavior	semapv:SemanticSimilarityThresholdMatching	logmap	0.92
icd11	icd11:2087943811	Yellow fever virus	skos:exactMatch	ncbitaxon	ncbitaxon:11089	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1889951404	Klebsiella	skos:exactMatch	ncbitaxon	ncbitaxon:570	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
efo	efo:0001675	simian immunodeficiency virus infection	skos:exactMatch	ncbitaxon	ncbitaxon:11723	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.62
ncbitaxon	ncbitaxon:43987	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:594199384	Geotrichum	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncit	ncit:C84894	Monilethrix	skos:exactMatch	omim.ps	omim.ps:158000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:1977658261	Other fishes	skos:exactMatch	foodon	foodon:03411222	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:767872426	Trypanosoma	skos:exactMatch	ncbitaxon	ncbitaxon:5690	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
ncbitaxon	ncbitaxon:445	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:977078705	Legionella	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:482	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:547766313	Neisseria	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1503622535	Aeromonas	skos:exactMatch	ncbitaxon	ncbitaxon:642	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
bfo	bfo:0000023	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D012380	Role	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
ncbitaxon	ncbitaxon:694009	NO_NAME_FOUND	skos:exactMatch	doid	doid:2945	severe acute respiratory syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.45
ncbitaxon	ncbitaxon:35788	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:973375075	Rickettsia africae	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:945	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1619607438	Ehrlichia chaffeensis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
efo	efo:0009669	flatulence	skos:exactMatch	pato	pato:0000407	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.45
ncbitaxon	ncbitaxon:12845	NO_NAME_FOUND	skos:exactMatch	efo	efo:0005226	swine influenza	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbitaxon	ncbitaxon:28901	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:835461809	Salmonella Panama	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
ncbitaxon	ncbitaxon:29461	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:534689123	Brucella suis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:675811104	Haemophilus influenzae	skos:exactMatch	ncbitaxon	ncbitaxon:727	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:52564	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2013645177	Oesophagostomum	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:1496	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1371953258	Clostridioides difficile	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:10407	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:592762674	Hepatitis B virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
doid	doid:0060432	chromosome 17p13.3 duplication syndrome	skos:exactMatch	chr	chr:9606-chr17p13.3	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:520	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:974383265	Bordetella pertussis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
envo	envo:01001357	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1110009697	Desert	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
cl	cl:0000081	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:767917398	Blood cells	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
efo	efo:0000180	HIV-1 infection	skos:exactMatch	ncbitaxon	ncbitaxon:11676	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1364553059	Mycobacterium avium complex	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
ncbitaxon	ncbitaxon:1763	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C26831	Mycobacterial Infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:1764087058	Xp11.3 deletion	skos:exactMatch	chr	chr:9606-chrXp11.23-p11.22	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:1781	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2069550669	Mycobacterium marinum	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
chr	chr:9606-chr17q23.1-q23.2	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060405	chromosome 17q23.1-q23.2 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1189225448	Ureaplasma	skos:exactMatch	ncbitaxon	ncbitaxon:2129	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
cl	cl:0000101	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:642650597	Sensory Neuron	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1055740190	Pseudomonas	skos:exactMatch	ncbitaxon	ncbitaxon:286	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:1430643322	Coxiella burnetii	skos:exactMatch	ncbitaxon	ncbitaxon:777	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
bfo	bfo:0000050	NO_NAME_FOUND	skos:exactMatch	bfo	bfo:0000050	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	1.0
icd11	icd11:2116096692	Actinomyces	skos:exactMatch	ncbitaxon	ncbitaxon:1654	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:774	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1145342704	Bartonella bacilliformis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:5073	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1514454773	Penicillium	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
ncbitaxon	ncbitaxon:565995	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1232386807	Bundibugyo virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
mesh	mesh:D008606	Mental Processes	skos:exactMatch	mf	mf:0000020	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:2039	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:501248166	Tropheryma whipplei	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:36855	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1336241362	Brucella canis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:621	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1527363560	Shigella boydii	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:2099325883	Paracoccidioides brasiliensis	skos:exactMatch	ncbitaxon	ncbitaxon:121759	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1188717795	Toxocara	skos:exactMatch	ncbitaxon	ncbitaxon:6264	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ecto	ecto:0000001	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:59113228	Exposure to radiation	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
mesh	mesh:D000378	Agonistic Behavior	skos:exactMatch	nbo	nbo:0000121	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.92
icd11	icd11:350592451	Infection by diphyllobothrium latum	skos:exactMatch	ncbitaxon	ncbitaxon:60516	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1607276467	Body of water	skos:exactMatch	envo	envo:00000063	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
icd11	icd11:1962673437	Coal	skos:exactMatch	envo	envo:02000099	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1769957085	Demodex	skos:exactMatch	ncbitaxon	ncbitaxon:188544	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:724	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:806821549	Haemophilus	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:785	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1042194477	Rickettsia typhi	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:1648	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:396455352	Erysipelothrix rhusiopathiae	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1641279043	Female gamete	skos:exactMatch	cl	cl:0000675	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:2038	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2023517537	Tropheryma	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0000644	NO_NAME_FOUND	skos:exactMatch	efo	efo:0000536	hyperplasia	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
pato	pato:0000133	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1019906798	Orientation to others	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:846451474	Leptospira species	skos:exactMatch	ncbitaxon	ncbitaxon:171	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1112021953	Morphology	skos:exactMatch	pato	pato:0000051	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:810	NO_NAME_FOUND	skos:exactMatch	doid	doid:11263	chlamydia	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
pato	pato:0000646	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C36287	Congenital or Acquired Anatomic Abnormality	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1457773188	Goat milk	skos:exactMatch	foodon	foodon:02021057	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:2056587240	Variola virus	skos:exactMatch	ncbitaxon	ncbitaxon:10255	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1460678065	Nocardia asteroides	skos:exactMatch	ncbitaxon	ncbitaxon:1824	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0000323	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D000095223	White	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007386	Mycobacterium avium complex disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.69
icd11	icd11:149711098	Cyclospora	skos:exactMatch	ncbitaxon	ncbitaxon:44417	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:209	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1068406335	Helicobacter	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
icd11	icd11:1902492578	Oropouche orthobunyavirus	skos:exactMatch	ncbitaxon	ncbitaxon:118655	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
mondo	mondo:0030602	Klebsiella pneumonia	skos:exactMatch	ncbitaxon	ncbitaxon:573	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1019362950	Severe Acute Respiratory Syndrome coronavirus	skos:exactMatch	ncbitaxon	ncbitaxon:2901879	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
foodon	foodon:02020891	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1547499572	Cow milk	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:546689346	Dementia	skos:exactMatch	nbo	nbo:0000268	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
omim.ps	omim.ps:251000	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C98986	Methylmalonic Acidemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:1173061	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1032874942	Geotrichum candidum	semapv:SemanticSimilarityThresholdMatching	logmap	1.03
omim.ps	omim.ps:151623	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1968061860	Li-Fraumeni syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
omim.ps	omim.ps:300908	NO_NAME_FOUND	skos:exactMatch	efo	efo:1000641	congenital nonspherocytic hemolytic anemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncit	ncit:C114769	Maturity-Onset Diabetes of the Young	skos:exactMatch	omim.ps	omim.ps:125850	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:44417	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:149711098	Cyclospora	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:853891410	Taenia	skos:exactMatch	ncbitaxon	ncbitaxon:6202	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:816439437	Monkeypox virus	skos:exactMatch	ncbitaxon	ncbitaxon:10244	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:160	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1686361342	Treponema pallidum pallidum	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:35921102	Poliovirus	skos:exactMatch	ncbitaxon	ncbitaxon:12080	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.66
cl	cl:0000216	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:22219293	Sertoli cell only syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:967	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:192048727	Spirillum	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
ncbitaxon	ncbitaxon:6213	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:663081148	Echinococcus vogeli	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:11084	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001309	Encephalitis, Tick-Borne	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
icd11	icd11:761934509	None	skos:exactMatch	ncbigene	ncbigene:None	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:452213201	Barium nonmedicinal	skos:exactMatch	ecto	ecto:9000940	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.13
icd11	icd11:1110009697	Desert	skos:exactMatch	envo	envo:01001357	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:415074833	Monilethrix	skos:exactMatch	omim.ps	omim.ps:158000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncit	ncit:C45161	Borrelia Burgdorferi Infection	skos:exactMatch	ncbitaxon	ncbitaxon:138	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
foodon	foodon:03411222	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1977658261	Other fishes	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:967	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:361285299	Spirillum minus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
orphanet.ordo	orphanet.ordo:524	Li-Fraumeni syndrome	skos:exactMatch	omim.ps	omim.ps:151623	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:11286	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:450704861	Lyssavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.93
orphanet	orphanet:552	MODY	skos:exactMatch	omim.ps	omim.ps:125850	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:129726	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:458525725	pseudocowpox virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:422672176	Candida	skos:exactMatch	ncbitaxon	ncbitaxon:5475	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
efo	efo:0007303	hepatitis E virus infection	skos:exactMatch	ncbitaxon	ncbitaxon:291484	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
efo	efo:1001386	Pasteurellaceae Infections	skos:exactMatch	ncbitaxon	ncbitaxon:712	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
